mask1,mask2,intersection,mask1_size,mask2_size,mask2_size_at_mask1_z,iou,iou_at_mask1_z,containment_2p,containment_hcr_at_z,is_best_match,somaprint_hcr_label,somaprint_best_score,somaprint_second_score,somaprint_confident
216,20152,26,900,3205,873,0.0063741113017896,0.0148826559816828,0.0288888888888888,0.0297823596792668,False,19499,14.945080490893272,3.530290096733304,True
217,19036,0,2,2434,0,0.0,0.0,0.0,0.0,False,19036,8.7428050130141,3.7567793353617143,False
218,18884,334,391,2383,730,0.1368852459016393,0.4243964421855146,0.8542199488491049,0.4575342465753425,True,18884,22.25830349749911,2.2091863122933266,True
219,18336,205,313,2035,217,0.0956602893140457,0.6307692307692307,0.6549520766773163,0.9447004608294932,True,18336,23.85390201244134,3.9167345333003123,True
220,20394,250,456,2026,438,0.1120071684587813,0.3881987577639751,0.5482456140350878,0.5707762557077626,True,20394,14.954712739276903,4.919948163321112,True
220,20401,59,456,1394,339,0.0329424902289223,0.0801630434782608,0.1293859649122807,0.1740412979351032,False,20394,14.954712739276903,4.919948163321112,True
221,16454,324,817,6343,760,0.0473961380924517,0.2585794094173982,0.3965728274173806,0.4263157894736842,True,16454,14.126005625439287,6.946642270690309,True
221,17150,216,817,1071,270,0.1291866028708134,0.2479908151549942,0.2643818849449204,0.8,False,16454,14.126005625439287,6.946642270690309,True
221,17154,96,817,2279,841,0.032,0.0614596670934699,0.1175030599755202,0.1141498216409036,False,16454,14.126005625439287,6.946642270690309,True
221,18434,4,817,2303,837,0.0012836970474967,0.0024242424242424,0.0048959608323133,0.004778972520908,False,16454,14.126005625439287,6.946642270690309,True
222,20152,503,843,3205,1115,0.1418899858956276,0.3457044673539519,0.5966785290628707,0.4511210762331838,True,20152,18.561614243989215,3.837548995690431,True
222,19013,103,843,2078,291,0.0365507452093683,0.0999030067895247,0.1221826809015421,0.3539518900343643,False,20152,18.561614243989215,3.837548995690431,True
222,19025,34,843,2375,847,0.0106783919597989,0.0205314009661835,0.0403321470937129,0.0401416765053128,False,20152,18.561614243989215,3.837548995690431,True
222,20155,16,843,4180,958,0.0031955262632314,0.0089635854341736,0.0189798339264531,0.0167014613778705,False,20152,18.561614243989215,3.837548995690431,True
222,20157,2,843,4543,1209,0.00037147102526,0.0009756097560975,0.0023724792408066,0.0016542597187758,False,20152,18.561614243989215,3.837548995690431,True
223,18865,67,300,4315,731,0.0147317502198768,0.0695020746887966,0.2233333333333333,0.0916552667578659,True,18865,23.059646384302027,2.91903098766522,True
224,19365,206,248,928,741,0.2123711340206185,0.2630906768837803,0.8306451612903226,0.2780026990553306,True,19365,25.489051981620456,6.033358571745963,True
224,18873,20,248,3301,1527,0.0056673278549164,0.0113960113960113,0.0806451612903225,0.0130975769482645,False,19365,25.489051981620456,6.033358571745963,True
225,19002,240,481,2974,986,0.0746500777604976,0.19559902200489,0.498960498960499,0.2434077079107505,False,19002,14.80824824787871,3.708584507013287,True
226,18873,370,378,3301,1496,0.1118162586884255,0.2460106382978723,0.9788359788359788,0.2473262032085561,True,18873,25.350304821810088,6.8929155227792345,True
226,15741,5,378,3841,961,0.0011865211200759,0.0037481259370314,0.0132275132275132,0.0052029136316337,False,18873,25.350304821810088,6.8929155227792345,True
226,19365,3,378,928,650,0.0023023791250959,0.0029268292682926,0.0079365079365079,0.0046153846153846,False,18873,25.350304821810088,6.8929155227792345,True
227,19409,234,297,2732,636,0.0837209302325581,0.334763948497854,0.7878787878787878,0.3679245283018867,True,19409,11.589686044503761,3.534064516991219,True
228,20393,144,640,326,326,0.1751824817518248,0.1751824817518248,0.225,0.4417177914110429,True,18399,13.378249555446015,4.703745931763044,True
228,20394,87,640,2026,438,0.0337340054284606,0.0877901109989909,0.1359375,0.1986301369863013,False,18399,13.378249555446015,4.703745931763044,True
228,18952,3,640,1918,277,0.0011741682974559,0.0032822757111597,0.0046875,0.0108303249097472,False,18399,13.378249555446015,4.703745931763044,True
229,19847,510,812,2576,1016,0.1772063933287004,0.3869499241274658,0.6280788177339901,0.5019685039370079,True,19847,19.978784462819615,4.703886936377164,True
229,20155,14,812,4180,958,0.0028123744475693,0.0079726651480637,0.0172413793103448,0.0146137787056367,False,19847,19.978784462819615,4.703886936377164,True
230,17699,536,608,4460,1027,0.1182700794351279,0.4877161055505004,0.881578947368421,0.5219084712755598,True,17699,21.98069355197298,6.243664229242299,True
230,20361,1,608,572,293,0.0008481764206955,0.0011111111111111,0.0016447368421052,0.0034129692832764,False,17699,21.98069355197298,6.243664229242299,True
231,17041,0,378,2654,0,0.0,0.0,0.0,0.0,False,17041,4.938359217725711,4.209748999943586,False
232,19434,440,687,3740,2070,0.110358665663406,0.1899007337073802,0.6404657933042213,0.2125603864734299,True,19434,15.471995689898316,7.575871368222719,True
232,20386,139,687,711,484,0.1104050833995234,0.1346899224806201,0.2023289665211062,0.2871900826446281,False,19434,15.471995689898316,7.575871368222719,True
232,18945,38,687,3483,2310,0.0091965150048402,0.0128421764109496,0.0553129548762736,0.0164502164502164,False,19434,15.471995689898316,7.575871368222719,True
233,19462,415,648,1761,879,0.208124373119358,0.3732014388489209,0.6404320987654321,0.472127417519909,True,19462,14.965727627317536,6.75948369458491,True
233,20127,80,648,2249,331,0.0283990060347887,0.0889877641824249,0.1234567901234567,0.2416918429003021,False,19462,14.965727627317536,6.75948369458491,True
233,20398,14,648,1911,302,0.0055009823182711,0.0149572649572649,0.0216049382716049,0.0463576158940397,False,19462,14.965727627317536,6.75948369458491,True
234,17793,171,389,3808,803,0.0424739195230998,0.167482859941234,0.4395886889460154,0.2129514321295143,True,17793,16.1505452739258,5.061288916969111,True
234,19840,54,389,995,558,0.0406015037593985,0.0604703247480403,0.1388174807197943,0.0967741935483871,False,17793,16.1505452739258,5.061288916969111,True
234,20142,13,389,1666,662,0.0063663075416258,0.01252408477842,0.0334190231362467,0.0196374622356495,False,17793,16.1505452739258,5.061288916969111,True
235,19840,154,260,995,558,0.139872842870118,0.2319277108433735,0.5923076923076923,0.2759856630824372,True,19840,15.979280730511597,5.214670609811608,True
236,18919,90,528,1407,328,0.048780487804878,0.1174934725848564,0.1704545454545454,0.274390243902439,True,18356,20.82555721524664,4.015732790401654,True
236,18356,234,528,3253,1738,0.0659712433042007,0.1151574803149606,0.4431818181818182,0.1346375143843498,False,18356,20.82555721524664,4.015732790401654,True
237,17131,448,622,5818,938,0.0747663551401869,0.4028776978417266,0.7202572347266881,0.4776119402985074,True,17131,19.701561776003583,7.259468884755823,True
237,17121,13,622,2360,1039,0.0043785786460087,0.0078883495145631,0.0209003215434083,0.012512030798845,False,17131,19.701561776003583,7.259468884755823,True
238,20143,372,786,3798,878,0.0883190883190883,0.2879256965944272,0.4732824427480916,0.4236902050113895,True,15829,12.07786724105615,7.060547466107902,True
238,15829,234,786,4552,854,0.045846394984326,0.166429587482219,0.2977099236641221,0.2740046838407494,False,15829,12.07786724105615,7.060547466107902,True
238,20147,16,786,5267,1410,0.0026503230081166,0.0073394495412844,0.0203562340966921,0.0113475177304964,False,15829,12.07786724105615,7.060547466107902,True
239,18982,294,445,2025,735,0.135110294117647,0.3318284424379232,0.6606741573033708,0.4,True,18982,14.064483969335484,5.437525897235225,True
239,19460,61,445,2360,769,0.0222303206997084,0.0529054640069384,0.1370786516853932,0.0793237971391417,False,18982,14.064483969335484,5.437525897235225,True
239,16456,1,445,7093,787,0.0001326787846623,0.000812347684809,0.0022471910112359,0.0012706480304955,False,18982,14.064483969335484,5.437525897235225,True
240,14207,387,829,5626,1574,0.0637771918259723,0.1919642857142857,0.4668275030156815,0.2458703939008894,True,20126,13.834257205580055,9.91678878737981,True
240,19467,239,829,924,924,0.1578599735799207,0.1578599735799207,0.2882991556091677,0.2586580086580086,False,20126,13.834257205580055,9.91678878737981,True
240,17121,12,829,2360,554,0.0037771482530689,0.0087527352297593,0.0144752714113389,0.0216606498194945,False,20126,13.834257205580055,9.91678878737981,True
240,19814,10,829,2122,621,0.0034002040122407,0.0069444444444444,0.0120627261761158,0.0161030595813204,False,20126,13.834257205580055,9.91678878737981,True
241,20134,385,472,3279,795,0.1143790849673202,0.4365079365079365,0.815677966101695,0.4842767295597484,True,20134,18.860642968342756,4.377693911364128,True
241,19479,40,472,1409,553,0.0217273221075502,0.0406091370558375,0.0847457627118644,0.0723327305605786,False,20134,18.860642968342756,4.377693911364128,True
241,18990,21,472,2377,900,0.0074257425742574,0.0155440414507772,0.0444915254237288,0.0233333333333333,False,20134,18.860642968342756,4.377693911364128,True
242,19776,527,747,2633,1113,0.1847178408692604,0.3953488372093023,0.7054886211512718,0.4734950584007187,True,19776,19.869115859779583,6.413012540898167,True
242,20086,123,747,2433,1078,0.0402355250245338,0.072267920094007,0.1646586345381526,0.1141001855287569,False,19776,19.869115859779583,6.413012540898167,True
243,18906,71,472,3463,879,0.0183747412008281,0.05546875,0.1504237288135593,0.080773606370876,False,18906,6.568045338582472,3.5079019253922676,False
243,20086,2,472,2433,1078,0.0006889424733034,0.0012919896640826,0.0042372881355932,0.0018552875695732,False,18906,6.568045338582472,3.5079019253922676,False
244,19803,428,631,2992,1709,0.1339593114241001,0.2238493723849372,0.6782884310618067,0.2504388531304856,True,19803,19.503449534738383,6.357418914492031,True
244,20386,62,631,711,484,0.0484375,0.0588793922127255,0.098256735340729,0.128099173553719,False,19803,19.503449534738383,6.357418914492031,True
244,19434,3,631,3740,2070,0.0006868131868131,0.0011119347664936,0.0047543581616481,0.0014492753623188,False,19803,19.503449534738383,6.357418914492031,True
245,18397,218,507,2693,380,0.0731052984574111,0.3258594917787742,0.4299802761341222,0.5736842105263158,True,18397,10.165989900251112,4.052288725086567,True
245,20119,130,507,2293,983,0.048689138576779,0.0955882352941176,0.2564102564102564,0.1322482197355035,False,18397,10.165989900251112,4.052288725086567,True
246,20398,207,512,1911,602,0.0934115523465703,0.2282249173098125,0.404296875,0.3438538205980066,True,20398,12.300491030759952,6.178126227925681,True
246,20403,141,512,1214,450,0.0889589905362776,0.171741778319123,0.275390625,0.3133333333333333,False,20398,12.300491030759952,6.178126227925681,True
246,19462,12,512,1761,434,0.0053073861123396,0.012847965738758,0.0234375,0.0276497695852534,False,20398,12.300491030759952,6.178126227925681,True
247,20413,375,815,4031,677,0.0838738537239991,0.3357206803939123,0.4601226993865031,0.5539143279172821,True,20413,10.168306617585863,4.3556650021138426,True
247,19479,86,815,1409,553,0.0402245088868101,0.0670826833073322,0.105521472392638,0.1555153707052441,False,20413,10.168306617585863,4.3556650021138426,True
247,20134,28,815,3279,795,0.0068863748155435,0.0176991150442477,0.0343558282208589,0.0352201257861635,False,20413,10.168306617585863,4.3556650021138426,True
247,19002,9,815,2974,986,0.0023809523809523,0.0050223214285714,0.011042944785276,0.0091277890466531,False,20413,10.168306617585863,4.3556650021138426,True
248,18989,45,393,5739,655,0.0073928043371118,0.0448654037886341,0.1145038167938931,0.0687022900763358,False,18989,3.7825896475042717,3.5704912114503444,False
248,19491,3,393,2383,527,0.0010818608005769,0.0032715376226826,0.0076335877862595,0.0056925996204933,False,18989,3.7825896475042717,3.5704912114503444,False
248,19475,2,393,2443,504,0.0007057163020465,0.0022346368715083,0.005089058524173,0.0039682539682539,False,18989,3.7825896475042717,3.5704912114503444,False
249,16996,98,293,2459,674,0.0369253956292388,0.1127733026467203,0.3344709897610921,0.14540059347181,True,16996,8.081208703361117,5.496315814013066,False
249,19358,25,293,2613,473,0.0086775425199583,0.0337381916329284,0.0853242320819112,0.0528541226215644,False,16996,8.081208703361117,5.496315814013066,False
249,18873,38,293,3301,983,0.0106861642294713,0.0306946688206785,0.1296928327645051,0.0386571719226856,False,16996,8.081208703361117,5.496315814013066,False
250,19391,302,392,1858,313,0.1550308008213552,0.749379652605459,0.7704081632653061,0.9648562300319488,True,19391,20.534438188359662,5.448552093787482,True
250,17027,13,392,4241,417,0.0028138528138528,0.0163316582914572,0.0331632653061224,0.0311750599520383,False,19391,20.534438188359662,5.448552093787482,True
251,19509,207,444,1418,797,0.1250755287009063,0.2001934235976789,0.4662162162162162,0.2597239648682559,True,19509,9.302734673992926,8.100472280727155,False
252,18297,389,451,4308,2182,0.0890160183066361,0.1733511586452762,0.8625277161862528,0.1782768102658112,True,18297,21.376679764154726,4.610641697400299,True
252,18858,50,451,2900,1479,0.0151469251741896,0.026595744680851,0.1108647450110864,0.0338066260987153,False,18297,21.376679764154726,4.610641697400299,True
252,19365,4,451,928,511,0.0029090909090909,0.0041753653444676,0.0088691796008869,0.0078277886497064,False,18297,21.376679764154726,4.610641697400299,True
253,18878,503,599,4254,1029,0.1156321839080459,0.4471111111111111,0.8397328881469115,0.488824101068999,True,18878,21.612267536334944,5.157699512755583,True
253,17686,32,599,2290,730,0.0112005600280014,0.0246723207401696,0.0534223706176961,0.0438356164383561,False,18878,21.612267536334944,5.157699512755583,True
254,18881,375,407,2447,860,0.1512706736587333,0.4204035874439462,0.9213759213759214,0.436046511627907,True,18881,22.096943011499047,5.01434134875014,True
254,18878,19,407,4254,1093,0.0040930633347694,0.012829169480081,0.0466830466830466,0.0173833485818847,False,18881,22.096943011499047,5.01434134875014,True
254,17686,2,407,2290,599,0.0007421150278293,0.0019920318725099,0.0049140049140049,0.003338898163606,False,18881,22.096943011499047,5.01434134875014,True
255,18330,472,543,3240,1025,0.1425551192993053,0.4306569343065693,0.8692449355432781,0.4604878048780488,True,18330,21.626307350366215,3.124057827342565,True
255,18313,3,543,4335,1103,0.0006153846153846,0.0018259281801582,0.005524861878453,0.0027198549410698,False,18330,21.626307350366215,3.124057827342565,True
256,17027,381,512,4241,792,0.0871454711802378,0.4127843986998916,0.744140625,0.4810606060606061,True,17027,26.32927686051811,5.159943733901339,True
256,16376,22,512,5591,1186,0.0036178260154579,0.013126491646778,0.04296875,0.0185497470489038,False,17027,26.32927686051811,5.159943733901339,True
257,17121,246,504,2360,554,0.093964858670741,0.3029556650246305,0.4880952380952381,0.4440433212996389,True,17121,18.29710184540119,5.194794330550169,True
257,17131,5,504,5818,687,0.0007915149596327,0.0042158516020236,0.0099206349206349,0.007278020378457,False,17121,18.29710184540119,5.194794330550169,True
257,19467,5,504,924,924,0.0035137034434293,0.0035137034434293,0.0099206349206349,0.0054112554112554,False,17121,18.29710184540119,5.194794330550169,True
258,19013,173,487,2078,291,0.072324414715719,0.2859504132231405,0.3552361396303901,0.5945017182130584,True,20598,14.563789221605168,4.13387390240288,True
258,20598,111,487,3288,546,0.0302947598253275,0.1203904555314533,0.2279260780287474,0.2032967032967033,False,20598,14.563789221605168,4.13387390240288,True
259,20073,101,324,411,263,0.1593059936908517,0.2078189300411522,0.3117283950617284,0.3840304182509506,True,20073,12.483217971703095,7.870903239366641,True
260,18333,623,809,5177,1315,0.1161663248181987,0.4150566289140573,0.7700865265760197,0.4737642585551331,True,18333,25.72955293400309,4.292265938593769,True
260,18327,55,809,3636,869,0.0125284738041002,0.0338878619839802,0.0679851668726823,0.0632911392405063,False,18333,25.72955293400309,4.292265938593769,True
261,18906,337,372,3463,1321,0.0963407661520869,0.2485250737463127,0.9059139784946236,0.2551097653292959,True,18906,17.704511691463725,2.5065148418606524,True
262,18945,429,437,3483,2310,0.1228874248066456,0.1850733390854184,0.9816933638443937,0.1857142857142857,True,18945,19.560601169924706,3.8240914859141935,True
263,17085,256,710,4096,793,0.0562637362637362,0.2052927024859663,0.3605633802816901,0.3228247162673392,True,17085,13.450390730524722,8.544760376207247,True
263,18952,227,710,1918,702,0.0945439400249895,0.1915611814345991,0.3197183098591549,0.3233618233618233,False,17085,13.450390730524722,8.544760376207247,True
263,20393,4,710,326,326,0.003875968992248,0.003875968992248,0.0056338028169014,0.0122699386503067,False,17085,13.450390730524722,8.544760376207247,True
264,20144,486,793,3666,486,0.1223256984646363,0.6128625472887768,0.6128625472887768,1.0,True,20144,18.335296394587143,3.182988110508541,True
265,16359,0,294,1946,0,0.0,0.0,0.0,0.0,False,16359,13.5927227493149,5.0299874299629765,True
266,18990,321,432,2377,930,0.1290192926045016,0.30835734870317,0.7430555555555556,0.3451612903225806,True,18990,12.916897611484819,3.647485650705679,True
266,20134,4,432,3279,285,0.0010790396547073,0.005610098176718,0.0092592592592592,0.0140350877192982,False,18990,12.916897611484819,3.647485650705679,True
267,20423,797,854,4397,1809,0.1789402784014369,0.4271168274383708,0.9332552693208432,0.4405749032614704,True,20423,21.590892939815113,3.819855434808614,True
268,19460,315,391,2360,769,0.1293103448275862,0.3727810650887574,0.8056265984654731,0.4096228868660598,True,19460,15.104399270005043,4.104760305910076,True
269,20142,278,326,1666,331,0.1621936989498249,0.7335092348284961,0.852760736196319,0.8398791540785498,True,20142,19.762880262714305,4.634360288217282,True
270,18865,0,25,4315,0,0.0,0.0,0.0,0.0,False,18865,4.575986006340839,3.722049008603143,False
271,19422,218,335,1997,1441,0.1031220435193945,0.1399229781771502,0.6507462686567164,0.1512838306731436,True,19422,8.141046490076459,4.200339251469585,False
272,18958,395,516,3187,928,0.1194074969770253,0.3765490943755958,0.7655038759689923,0.4256465517241379,True,18958,17.77871599646746,4.753461034675184,True
273,20420,380,755,3004,901,0.1124593074874223,0.2978056426332288,0.5033112582781457,0.4217536071032186,True,20420,14.423491067957755,3.5693199771830093,True
273,20598,1,755,3288,546,0.0002474022761009,0.0007692307692307,0.0013245033112582,0.0018315018315018,False,20420,14.423491067957755,3.5693199771830093,True
274,19358,180,301,2613,707,0.0658376005852231,0.217391304347826,0.5980066445182725,0.2545968882602546,True,19358,21.935559486826712,5.909967240447458,True
274,17676,90,301,2296,618,0.0358994814519345,0.1085645355850422,0.2990033222591362,0.145631067961165,False,19358,21.935559486826712,5.909967240447458,True
274,16996,31,301,2459,269,0.0113594723341883,0.0575139146567718,0.1029900332225913,0.1152416356877323,False,19358,21.935559486826712,5.909967240447458,True
275,20137,342,352,2093,420,0.1626248216833095,0.7953488372093023,0.9715909090909092,0.8142857142857143,True,20137,17.848882249488756,4.653240605484674,True
275,20135,3,352,3518,898,0.0007757951900698,0.0024057738572574,0.0085227272727272,0.0033407572383073,False,20137,17.848882249488756,4.653240605484674,True
276,18858,184,385,2900,1005,0.0593356981618832,0.1525704809286898,0.4779220779220779,0.1830845771144278,True,18858,26.851995945616352,4.323708803535845,True
276,18297,177,385,4308,1727,0.0391939769707705,0.0914728682170542,0.4597402597402597,0.102489866821077,False,18858,26.851995945616352,4.323708803535845,True
277,19809,395,395,2955,1023,0.1336717428087986,0.386119257086999,1.0,0.386119257086999,True,19809,19.71024150854616,3.429938087469268,True
278,16445,544,605,6363,1743,0.0846824408468244,0.3015521064301552,0.8991735537190083,0.3121055651176133,True,16445,21.057903883656596,3.480937340783843,True
279,20135,332,445,3518,898,0.0914348664279812,0.3283877349159248,0.7460674157303371,0.3697104677060133,False,20594,17.341163803979683,5.134359863924382,True
279,20142,33,445,1666,331,0.0158806544754571,0.044414535666218,0.0741573033707865,0.0996978851963746,False,20594,17.341163803979683,5.134359863924382,True
279,20137,24,445,2093,420,0.0095465393794749,0.0285374554102259,0.0539325842696629,0.0571428571428571,False,20594,17.341163803979683,5.134359863924382,True
280,18989,564,1033,5739,1306,0.0908505154639175,0.3177464788732394,0.5459825750242013,0.4318529862174579,True,18989,12.662613419656944,4.764842520286235,True
280,19475,236,1033,2443,994,0.0728395061728395,0.1317699609156895,0.228460793804453,0.2374245472837022,False,18989,12.662613419656944,4.764842520286235,True
281,20596,350,591,1984,421,0.1573033707865168,0.5287009063444109,0.5922165820642978,0.831353919239905,True,20596,14.961363161256314,6.702955852931143,True
281,20598,120,591,3288,546,0.0319233838786911,0.1179941002949852,0.2030456852791878,0.2197802197802197,False,20596,14.961363161256314,6.702955852931143,True
282,19362,577,690,3106,602,0.1792482137309723,0.806993006993007,0.836231884057971,0.9584717607973422,True,19756,20.487145137181635,8.66547419178926,True
283,18327,247,330,3636,425,0.0664157031460069,0.4862204724409449,0.7484848484848485,0.5811764705882353,True,18327,13.796775057465034,5.504913158327324,True
283,19377,21,330,1347,299,0.0126811594202898,0.0345394736842105,0.0636363636363636,0.0702341137123745,False,18327,13.796775057465034,5.504913158327324,True
284,16376,268,879,5591,1186,0.0432118671396323,0.1491374513077351,0.3048919226393629,0.2259696458684654,True,16376,7.104972448181717,3.613877527975042,False
284,19776,7,879,2633,1113,0.0019971469329529,0.0035264483627204,0.0079635949943117,0.0062893081761006,False,16376,7.104972448181717,3.613877527975042,False
286,18905,103,312,2524,435,0.0376875228686425,0.1599378881987577,0.3301282051282051,0.2367816091954023,True,18905,18.32490175819105,4.255279382776173,True
286,18356,1,312,3253,645,0.0002805836139169,0.0010460251046025,0.0032051282051282,0.0015503875968992,False,18905,18.32490175819105,4.255279382776173,True
287,19443,346,479,2622,734,0.125589836660617,0.3990772779700115,0.7223382045929019,0.4713896457765668,True,19443,21.240157688135113,3.5923629056158717,True
288,19814,407,519,2122,861,0.1821844225604297,0.4182939362795478,0.7842003853564548,0.4727061556329849,True,19814,17.867462859720444,3.712568451442292,True
288,20107,16,519,3351,1034,0.0041515308770108,0.0104098893949251,0.0308285163776493,0.0154738878143133,False,19814,17.867462859720444,3.712568451442292,True
289,20062,136,189,748,410,0.1697877652933832,0.2937365010799136,0.7195767195767195,0.3317073170731707,True,20062,23.25310034697779,6.955685061044307,True
289,17676,43,189,2296,772,0.0176085176085176,0.0468409586056644,0.2275132275132275,0.0556994818652849,False,20062,23.25310034697779,6.955685061044307,True
290,17676,82,195,2296,618,0.0340390203403902,0.1121751025991792,0.4205128205128205,0.1326860841423948,True,17676,9.488809938443016,6.1091268477387715,True
290,19358,14,195,2613,707,0.0050107372942018,0.0157657657657657,0.0717948717948717,0.0198019801980198,False,17676,9.488809938443016,6.1091268477387715,True
290,16352,5,195,4227,704,0.0011319900384876,0.0055928411633109,0.0256410256410256,0.0071022727272727,False,17676,9.488809938443016,6.1091268477387715,True
291,20103,195,247,1076,531,0.1728723404255319,0.3344768439108062,0.7894736842105263,0.3672316384180791,True,20103,14.708055851793844,5.901734509291937,True
291,18958,17,247,3187,928,0.0049751243781094,0.0146804835924006,0.068825910931174,0.0183189655172413,False,20103,14.708055851793844,5.901734509291937,True
292,19449,196,426,1495,557,0.1136231884057971,0.2490470139771283,0.460093896713615,0.3518850987432675,True,19449,11.429413092889336,3.4206651251384805,True
293,17686,181,311,2290,599,0.074793388429752,0.2482853223593964,0.5819935691318328,0.3021702838063439,True,17686,11.734339773709669,4.4911292298838905,True
293,18881,18,311,2447,860,0.0065693430656934,0.01561144839549,0.0578778135048231,0.0209302325581395,False,17686,11.734339773709669,4.4911292298838905,True
294,18858,0,104,2900,0,0.0,0.0,0.0,0.0,False,18858,4.703203548836187,2.663652864625039,False
295,20060,159,258,331,331,0.3697674418604651,0.3697674418604651,0.6162790697674418,0.4803625377643504,True,20060,23.18158962114929,11.634639307024209,True
295,20062,37,258,748,748,0.0381836945304437,0.0381836945304437,0.1434108527131783,0.0494652406417112,False,20060,23.18158962114929,11.634639307024209,True
295,16975,26,258,4762,1361,0.0052062474969963,0.0163214061519146,0.1007751937984496,0.0191036002939015,False,20060,23.18158962114929,11.634639307024209,True
296,18313,475,512,4335,1075,0.1086459286367795,0.427158273381295,0.927734375,0.4418604651162791,True,18313,25.397840481739266,4.425408267547094,True
296,18871,18,512,2554,782,0.0059055118110236,0.0141065830721003,0.03515625,0.0230179028132992,False,18313,25.397840481739266,4.425408267547094,True
297,19377,256,285,1347,299,0.1860465116279069,0.7804878048780488,0.8982456140350877,0.8561872909698997,True,19377,27.13999052785045,5.365444784439119,True
297,18313,7,285,4335,556,0.0015174506828528,0.0083932853717026,0.0245614035087719,0.0125899280575539,False,19377,27.13999052785045,5.365444784439119,True
297,18327,4,285,3636,425,0.0010211896859841,0.0056657223796034,0.0140350877192982,0.0094117647058823,False,19377,27.13999052785045,5.365444784439119,True
297,18875,1,285,2392,276,0.0003736920777279,0.0017857142857142,0.0035087719298245,0.0036231884057971,False,19377,27.13999052785045,5.365444784439119,True
298,16448,480,534,4278,511,0.1108033240997229,0.8495575221238938,0.898876404494382,0.9393346379647748,True,16448,16.02114794952518,3.2159993842903503,True
298,20413,2,534,4031,677,0.0004383081306158,0.0016542597187758,0.0037453183520599,0.0029542097488921,False,16448,16.02114794952518,3.2159993842903503,True
299,17155,426,509,6245,884,0.0673198482932996,0.4405377456049638,0.8369351669941061,0.4819004524886878,True,17155,22.586002528995202,3.525009611673694,True
299,20139,9,509,3100,1079,0.0025,0.0056998100063331,0.0176817288801571,0.0083410565338276,False,17155,22.586002528995202,3.525009611673694,True
300,16376,164,399,5591,1186,0.0281496738757294,0.1154116819141449,0.4110275689223057,0.1382799325463743,False,16376,7.3110185337259015,3.4221209279306537,False
301,17717,0,767,5095,0,0.0,0.0,0.0,0.0,False,17717,22.477936162540352,4.4451714641192455,True
302,19417,370,497,2303,1856,0.1522633744855967,0.1865859808371154,0.744466800804829,0.199353448275862,True,19417,22.217787758328278,4.992024083614577,True
302,17052,52,497,4869,2780,0.0097854723372224,0.0161240310077519,0.1046277665995975,0.018705035971223,False,19417,22.217787758328278,4.992024083614577,True
302,19422,19,497,1997,1997,0.0076767676767676,0.0076767676767676,0.0382293762575452,0.0095142714071106,False,19417,22.217787758328278,4.992024083614577,True
302,18924,13,497,2724,2125,0.0040523690773067,0.0049827520122652,0.0261569416498993,0.0061176470588235,False,19417,22.217787758328278,4.992024083614577,True
303,20135,359,383,3518,898,0.1013551665725578,0.3893709327548807,0.93733681462141,0.3997772828507795,True,20135,13.871628163636837,5.321708698141881,True
303,20137,11,383,2093,420,0.0044624746450304,0.0138888888888888,0.0287206266318537,0.0261904761904761,False,20135,13.871628163636837,5.321708698141881,True
304,20111,400,718,3812,1078,0.0968523002421307,0.2865329512893982,0.5571030640668524,0.3710575139146567,True,20111,13.48709020109646,3.016931352356729,True
304,16445,9,718,6363,1718,0.0012726244343891,0.003708281829419,0.0125348189415041,0.0052386495925494,False,20111,13.48709020109646,3.016931352356729,True
305,18997,615,1180,5364,1288,0.103727441389779,0.3318942255801403,0.5211864406779662,0.4774844720496894,True,18997,20.270324490250253,4.354879699999401,True
305,20591,163,1180,2311,529,0.0489783653846153,0.1054333764553687,0.1381355932203389,0.3081285444234404,False,18997,20.270324490250253,4.354879699999401,True
305,20596,42,1180,1984,421,0.0134529147982062,0.0269403463758819,0.035593220338983,0.0997624703087886,False,18997,20.270324490250253,4.354879699999401,True
305,20420,28,1180,3004,901,0.0067372473532242,0.0136385776911836,0.023728813559322,0.0310765815760266,False,18997,20.270324490250253,4.354879699999401,True
306,16418,524,749,5843,956,0.086354647330257,0.4436917866215072,0.6995994659546061,0.5481171548117155,True,16418,19.474878452602812,5.4935619542008585,True
306,20103,104,749,1076,699,0.0604299825682742,0.0773809523809523,0.1388518024032042,0.1487839771101573,False,16418,19.474878452602812,5.4935619542008585,True
306,18940,12,749,2838,452,0.0033566433566433,0.0100925147182506,0.0160213618157543,0.0265486725663716,False,16418,19.474878452602812,5.4935619542008585,True
307,19838,292,365,3081,924,0.092580849714648,0.2928786359077232,0.8,0.316017316017316,True,19838,15.977913017536936,3.9198816301688924,True
308,16352,320,342,4227,772,0.0753118380795481,0.4030226700251889,0.935672514619883,0.4145077720207253,True,16352,19.49403170345534,5.806403410264867,True
308,17676,15,342,2296,379,0.0057186427754479,0.0212464589235127,0.043859649122807,0.0395778364116095,False,16352,19.49403170345534,5.806403410264867,True
309,17060,110,454,2904,680,0.0338669950738916,0.107421875,0.2422907488986784,0.1617647058823529,True,17060,22.575795487547317,5.275679640790331,True
309,19422,94,454,1997,1550,0.0398812049215103,0.0492146596858638,0.2070484581497797,0.0606451612903225,False,17060,22.575795487547317,5.275679640790331,True
