mouse,plane,stage,step,is_last,cells,tile,area_p99,area_max,bloated,torn,rim_area_p99,core_area_p99,iou_cell_dense,match_dense,offset_dense,partners_dense,iou_cell_rigid,match_rigid,offset_rigid,partners_rigid,flipped
CIM130,3,tile_200,4,False,442,200.0,1.1746532767562468,1.2219917012448134,0.0,8.144796380090497,1.1833796137110066,1.1077781372588669,0.24587359098228664,45.248868778280546,5.987761655961638,1.2828054298642535,0.24636479591836735,44.79638009049774,5.935087944396969,1.2805429864253393,1.1661807580174928
CIM130,3,tile_100,5,True,442,100.0,1.2843542437174016,1.4647435897435896,0.0,9.049773755656108,1.288588164712299,1.2136056274788596,0.29440269831782084,48.86877828054298,5.756305006942427,1.3733031674208145,0.29378221649484537,49.321266968325794,5.7973796472442265,1.3846153846153846,1.10803324099723
CIM131,0,baseline,0,False,645,,1.0,1.0,0.0,1.3953488372093024,1.0,1.0,0.06875,12.713178294573643,9.335869398865624,1.1472868217054264,0.06875,12.713178294573643,9.335869398865624,1.1472868217054264,0.0
CIM131,0,global,1,False,645,,1.0,1.0,0.0,1.2403100775193798,1.0,1.0,0.16025641025641027,28.217054263565895,7.142440970514211,1.4573643410852712,0.16044776119402984,28.217054263565895,7.142440970514211,1.4604651162790698,0.0
CIM131,0,affine,2,False,645,,1.075576923076923,1.1071428571428572,0.0,2.4806201550387597,1.0863175675675674,1.061957597996389,0.18006430868167203,30.85271317829457,6.760639127527555,1.4,0.17765042979942694,30.85271317829457,6.683515725170032,1.3844961240310079,0.7952286282306162
CIM131,0,tile_500,3,False,645,500.0,1.105987920621225,1.1818181818181819,0.0,2.7906976744186047,1.127037337662338,1.0936228683597105,0.21306818181818182,36.12403100775194,5.957073862163315,1.4542635658914729,0.21212121212121213,36.27906976744186,5.956502767609637,1.4449612403100776,0.9940357852882704
CIM131,0,tile_200,4,False,645,200.0,1.427353658536584,1.7321428571428572,0.46511627906976744,4.961240310077519,1.5695990965556166,1.158211111111111,0.2691131498470948,44.031007751937985,5.313997366915128,1.4697674418604652,0.2623456790123457,44.651162790697676,5.355221155049443,1.455813953488372,1.7307692307692308
CIM131,0,tile_100,5,True,645,100.0,1.7882316805616376,2.4545454545454546,2.4806201550387597,7.751937984496124,2.268608695652174,1.2592522100381625,0.3179347826086957,52.86821705426357,4.766279826326954,1.496124031007752,0.3152454780361757,52.24806201550387,4.764825634866625,1.4573643410852712,1.6605166051660518
CIM131,1,baseline,0,False,1076,,1.0,1.0,0.0,1.3940520446096654,1.0,1.0,0.09309551455726142,15.79925650557621,9.307899549041075,1.2425650557620818,0.09309551455726142,15.79925650557621,9.307899549041075,1.2425650557620818,0.0
CIM131,1,global,1,False,1076,,1.0,1.0,0.0,1.3011152416356877,1.0,1.0,0.21125431343940343,35.78066914498142,6.931198393095216,1.5947955390334572,0.21125431343940343,35.78066914498142,6.944716297277751,1.600371747211896,0.0
